city,name,institute,cadre,duration_weeks,idno,training_name,year
Nainital,Dr. R S Shukla,Uttarakhand  Academy of Administration,West Bengal,1,01WB031200,Community Mobilization & Participatory Management,2011-2012
Lucknow             ,Shri Saurabh Kumar Das,Indian Institute of Management                                             ,West Bengal,3,01WB031300,Middle Level - 1980- 86 Batches,1996-1997
Hyderabad,Shri Saurabh Kumar Das,Administrative Staff College of India,West Bengal,1,01WB031300,Managing Change in Organisation,1999-2000
Mussoorie,Shri Saurabh Kumar Das,Lal Bahadur Shastri National Academy Of Administration,West Bengal,1,01WB031300,Ethical Issues in Today's Administr ation,2001-2002
Simla               ,Shri Rajiva Sinha,Himachal Pradesh Institute of Public Administration                        ,West Bengal,3,01WB031400,Junior Level - 1987- 90 Batches,1996-1997
Hyderabad,Shri Rajiva Sinha,Administrative Staff College of India,West Bengal,1,01WB031400,Managing Change in Organisation,1999-2000
Lucknow             ,Shri Rajiva Sinha,Indian Institute of Management                                             ,West Bengal,2,01WB031400,Middle Level - 1984-90 Batches,2000-2001
Mussoorie,Shri Rajiva Sinha,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB031400,Senior Level (17-20 years service),2005-2006
Mysore,Shri Arun Mishra,Administrative Training Institute,West Bengal,3,01WB031600,Junior Level - 1984- 87 Batches,1993-1994
Hyderabad,Shri Arun Mishra,Administrative Staff College of India,West Bengal,1,01WB031600,Managing Change in Organisation,1999-2000
Lucknow             ,Shri Arun Mishra,Indian Institute of Management                                             ,West Bengal,2,01WB031600,Middle Level - 1984-90 Batches,2000-2001
Mussoorie,Shri Arun Mishra,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB031600,Senior Level (17-20 years service),2005-2006
Jaipur              ,Dr. Rakesh Kumar Vats,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,3,01WB031700,Junior Level - 1984- 87 Batches,1993-1994
Lucknow             ,Dr. Rakesh Kumar Vats,Indian Institute of Management                                             ,West Bengal,3,01WB031700,Middle Level - 1981- 87 Batches,1997-1998
Nainital,Dr. Rakesh Kumar Vats,Uttarakhand  Academy of Administration,West Bengal,1,01WB031700,Community Mobilization and Participatory Managament Techniques,2005-2006
Nainital,Dr. Rakesh Kumar Vats,Uttarakhand  Academy of Administration,West Bengal,1,01WB031700,Community Mobilisation and Participatory Management Techniques,2006-2007
"NOIDA,UP",Dr. Rakesh Kumar Vats,International Centre for Information Systems and Audit,West Bengal,1,01WB031700,IT Management & Governance,2009-2010
Mysore,Shri Peyyala Ramesh Kumar,Administrative Training Institute,West Bengal,3,01WB031800,Junior Level - 1985- 88 Batches,1994-1995
Hyderabad,Shri Peyyala Ramesh Kumar,Administrative Staff College of India,West Bengal,1,01WB031800,Project Management-,1997-1998
Bangalore,Shri Peyyala Ramesh Kumar,Indian Institute of Management,West Bengal,1,01WB031800,Management of Information  Technology,1999-2000
Mysore,Shri Naveen Prakash,Administrative Training Institute,West Bengal,3,01WB032200,Junior Level - 1985- 88 Batches,1994-1995
Lucknow             ,Shri Naveen Prakash,Indian Institute of Management                                             ,West Bengal,2,01WB032200,Middle Level - 1984-90 Batches,2000-2001
Bangalore,Shri Naveen Prakash,Indian Institute of Management,West Bengal,1,01WB032200,Quantitative Methods & Operational Research for Public Policy& Management,2003-2004
Panchgani,Shri Naveen Prakash,IC Centre  for Governance (ICCG),West Bengal,1,01WB032200,Ethics in Public Governance,2013-2014
Nainital,Shri Talleen Kumar,Uttarakhand  Academy of Administration,West Bengal,3,01WB032300,Junior Level - 1987- 90 Batches,1996-1997
Bangalore,Shri Talleen Kumar,Indian Institute of Management,West Bengal,1,01WB032300,Quantitative Methods & Operational Research for Public Policy & Management,2009-2010
Bangalore,Shri Sunil Kumar Gupta,National Institute of Advanced Studies,West Bengal,1,01WB032400,Issues in Sustainable Development,1999-2000
Mussoorie,Shri Sunil Kumar Gupta,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB032400,Middle Level - 1985 - 91 Batches,2001-2002
New Delhi           ,Shri Sunil Kumar Gupta,National Informatics Centre                                                ,West Bengal,1,01WB032400,Advanced Course on Computer Applications,2002-2003
Hyderabad,Shri Hari Ramulu,Administrative Staff College of India,West Bengal,2,01WB032600,Middle Level - 1985 - 91 Batches,2001-2002
New Delhi           ,Shri Hari Ramulu,National Informatics Centre                                                ,West Bengal,1,01WB032600,Advanced Course on Computer Applications,2002-2003
Hyderabad,Shri Hari Ramulu,Administrative Staff College of India,West Bengal,1,01WB032600,Advanced Course on WTO,2007-2008
Mysore,Shri Hari Krishna Dwivedi,Administrative Training Institute,West Bengal,3,01WB032800,Junior Level - 1985- 88 Batches,1994-1995
New Delhi           ,Shri Hari Krishna Dwivedi,Institute of Defence Study & Analysis                                      ,West Bengal,1,01WB032800,India and the World,1999-2000
Pune                ,Shri Laima Chozah,Yashwantrao Chavan Academy of Development Administration                   ,West Bengal,3,01WB032900,Junior Level - 1987- 90 Batches,1996-1997
,Shri Laima Chozah,NIPFP,West Bengal,1,01WB032900,Centre-State Financial Relations,1999-2000
Bangalore,Shri Laima Chozah,Indian Institute of Management,West Bengal,1,01WB032900,IT & E-Governance,2001-2002
Hyderabad,Shri Laima Chozah,Administrative Staff College of India,West Bengal,2,01WB032900,Middle Level-1986-92 Batches,2002-2003
Chennai,Shri Laima Chozah,Anna Institute of Management,West Bengal,1,01WB032900,Public Private Partnership,2010-2011
Mysore,Shri Indevar Pandey,Administrative Training Institute,West Bengal,3,01WB033000,Junior Level - 1985- 88 Batches,1994-1995
Bangalore,Shri Indevar Pandey,Indian Institute of Management,West Bengal,1,01WB033000,E-Governance & Management of IT,2003-2004
Bangalore,Shri Indevar Pandey,Indian Institute of Management,West Bengal,1,01WB033000,Quantitative Methods and Operational Research for Public Policy and Management,2008-2009
Mysore,Shri Prashant,Administrative Training Institute,West Bengal,3,01WB033100,Junior Level - 1985- 88 Batches,1994-1995
Bangalore,Shri M Venkateswara Rao,Indian Institute of Management,West Bengal,1,01WB033200,Infrastructure Development & Financing,1999-2000
Hyderabad,Shri M Venkateswara Rao,Administrative Staff College of India,West Bengal,2,01WB033200,Middle Level - 1985 - 91 Batches,2001-2002
Mysore,Shri Sepuri Suresh Kumar,Administrative Training Institute,West Bengal,3,01WB033300,Junior Level - 1985- 88 Batches,1994-1995
Bangalore,Shri Sepuri Suresh Kumar,Indian Institute of Management,West Bengal,1,01WB033300,Management of Information  Technology,1999-2000
Bangalore,Shri Sepuri Suresh Kumar,Indian Institute of Management,West Bengal,1,01WB033300,Quantitative Methods and Operational Research for Public Policy and Management,2008-2009
Mysore,Shri Sayeed Ahmed Baba,Administrative Training Institute,West Bengal,3,01WB033400,Junior Level - 1985- 88 Batches,1994-1995
New Delhi,Shri Sayeed Ahmed Baba,Indian Institute of Foreign Trade,West Bengal,1,01WB033400,WTO and the New Trade Regime,1999-2000
New Delhi,Shri Sayeed Ahmed Baba,National Institute of Information Technology                               ,West Bengal,1,01WB033400,Office Productivity Tools & Internet Applications,2001-2002
Jaipur              ,Shri Ajit Ranjan Bardhan,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,3,01WB033500,Junior Level - 1988- 91 Batches,1997-1998
Bangalore,Shri Ajit Ranjan Bardhan,Indian Institute of Management,West Bengal,1,01WB033500,Management of Information  Technology,2000-2001
Hyderabad,Shri Ajit Ranjan Bardhan,Administrative Staff College of India,West Bengal,1,01WB033500,Advanced Course on WTO,2005-2006
Mussoorie,Shri Ajit Ranjan Bardhan,Lal Bahadur Shastri National Academy Of Administration,West Bengal,1,01WB033500,Ethical Issues in Today's Administration,2007-2008
Mussoorie,Shri Atri Bhattacharya,Lal Bahadur Shastri National Academy Of Administration,West Bengal,3,01WB033600,Junior Level - 1987- 90 Batches,1996-1997
Pune                ,Shri Bhagwati Prasad Gopalika,Yashwantrao Chavan Academy of Development Administration                   ,West Bengal,2,01WB033800,Junior Level - 1989-92 Batches,1998-1999
Bangalore,Shri Bhagwati Prasad Gopalika,National Law School of India University,West Bengal,1,01WB033800,Administrative Law,2005-2006
Jaipur              ,Shri S Kishore,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,3,01WB033900,Junior Level - 1988- 91 Batches,1997-1998
Bangalore,Shri S Kishore,Indian Institute of Management,West Bengal,1,01WB033900,Infrastructure Development & Financing,2000-2001
Mussoorie,Shri S Kishore,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB033900,Middle Level (10-16 years service),2005-2006
Mussoorie,Shri Chandan Sinha,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB034000,Junior Level - 1989-92 Batches,1998-1999
Bangalore,Shri Chandan Sinha,Indian Institute of Management,West Bengal,1,01WB034000,Infrastructure Development & Financing,2000-2001
Jaipur              ,Shri Anil Verma,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,3,01WB034100,Junior Level - 1988- 91 Batches,1997-1998
Mumbai              ,Shri Anil Verma,National Institute of Industrial Engineering                               ,West Bengal,1,01WB034100,IT & E-Governance,2001-2002
New Delhi,Shri Anil Verma,Indian Institute of Foreign Trade,West Bengal,1,01WB034100,World Trade Organisation and New Trade Regime,2007-2008
Jaipur              ,Shri Sanjay Krishnarao Thade,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,3,01WB034200,Junior Level - 1988- 91 Batches,1997-1998
Mumbai              ,Shri Sanjay Krishnarao Thade,National Institute of Industrial Engineering                               ,West Bengal,1,01WB034200,IT & E-Governance,2001-2002
Bangalore,Shri Sanjay Krishnarao Thade,Indian Institute of Management,West Bengal,1,01WB034200,Quantitative Methods & Operational Research for Public Policy & Management,2009-2010
Mussoorie,Dr. Subrata Gupta,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB034300,Junior Level - 1990-93 Batches,1999-2000
Hyderabad,Dr. Subrata Gupta,Administrative Staff College of India,West Bengal,1,01WB034300,WTO and the New Trade Regime,2000-2001
Hyderabad,Dr. Subrata Gupta,Administrative Staff College of India,West Bengal,2,01WB034300,Middle Level (10-16 years service),2004-2005
Bangalore,Shri Manoj Kumar Agarwal,Indian Institute of Management,West Bengal,2,01WB034400,Middle Level - 1984-90 Batches,2000-2001
Bangalore,Shri Manoj Kumar Agarwal,National Institute of Advanced Studies,West Bengal,1,01WB034400,Disaster Management,2002-2003
Bangalore,Shri Manoj Kumar Agarwal,Indian Institute of Management,West Bengal,1,01WB034400,Quantitative Methods & Operational Research for Public Policy& Management,2003-2004
Pune                ,Shri Vivek Bhardwaj,Yashwantrao Chavan Academy of Development Administration                   ,West Bengal,2,01WB034500,Junior Level - 1989-92 Batches,1998-1999
Ahmedabad           ,Shri Vivek Bhardwaj,Indian Institute of Management                                             ,West Bengal,1,01WB034500,Leadership & Change Management,2003-2004
Indore,Shri Vivek Bhardwaj,Indian Institute of Management,West Bengal,1,01WB034500,Leadership Development Programme,2009-2010
Jaipur              ,Shri Vivek Kumar,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,2,01WB034600,Junior Level - 1990-93 Batches,1999-2000
New Delhi,Shri Vivek Kumar,Indian Institute of Foreign Trade,West Bengal,1,01WB034600,World Trade Organisation (WTO) & New Trade Regime,2011-2012
,Shri Hirdyesh Mohan,PSIPA,West Bengal,2,01WB034700,Junior Level - 1990-93 Batches,1999-2000
,Shri Subrata Biswas,PSIPA,West Bengal,2,01WB034800,Junior Level - 1990-93 Batches,1999-2000
Bangalore,Shri Subrata Biswas,Indian Institute of Management,West Bengal,1,01WB034800,Infrastructure Development & Financing,2000-2001
Mussoorie,Shri Subrata Biswas,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB034800,Middle Level - 1987-93 Batches,2003-2004
Nainital,Dr. Aariz Aftab,Uttarakhand  Academy of Administration,West Bengal,3,01WB034900,Junior Level - 1988- 91 Batches,1997-1998
Gurgaon             ,Shri Arnab Roy,Haryana Institute of Public Administration                                 ,West Bengal,2,01WB035000,Junior Level - 1989-92 Batches,1998-1999
Indore,Dr. Krishna Gupta,Indian Institute of Management,West Bengal,1,01WB035100,Project Appraisal and Management,2010-2011
Nainital,Shri Manoj Pant,Uttarakhand  Academy of Administration,West Bengal,2,01WB035400,Junior Level - 1990-93 Batches,1999-2000
Mussoorie,Shri Barun Kumar Ray,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB035800,Junior Level - 1992 - 95 Batches,2001-2002
Mussoorie,Shri Barun Kumar Ray,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB035800,Middle Level (10-16 years service),2005-2006
Jaipur              ,Shri A Subbiah,HCM Rajasthan State Institute of Public Administration                     ,West Bengal,2,01WB035801,Junior Level - 1991-94 Batches,2000-2001
Hyderabad,Shri A Subbiah,Administrative Staff College of India,West Bengal,1,01WB035801,Basic Course on WTO,2009-2010
Pune                ,Ms. Roshni Sen,Yashwantrao Chavan Academy of Development Administration                   ,West Bengal,2,01WB035900,Junior Level - 1992 - 95 Batches,2001-2002
Hyderabad,Ms. Roshni Sen,Administrative Staff College of India,West Bengal,1,01WB035900,Public Private Partnership,2004-2005
Navi Mumbai,Ms. Roshni Sen,Indian Institute of Capital Markets,West Bengal,1,01WB035900,Financial Market Regulations,2013-2014
New Delhi,Ms. Roshni Sen,Indian Institute of Foreign Trade,West Bengal,1,01WB035900,WTO & Intellectual Property Rights,2014-2015
Mussoorie,Shri Prabhat Kumar Mishra,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB036000,Junior Level - 1991-94 Batches,2000-2001
Bangalore,Shri Prabhat Kumar Mishra,Indian Institute of Management,West Bengal,1,01WB036000,Quantitative Methods and Operational Research for Public Policy and Management,2006-2007
Mussoorie,Shri Anoop Kumar Agrawal,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB036100,Junior Level-1993-96 Batches,2002-2003
Ahmedabad           ,Shri Anoop Kumar Agrawal,Indian Institute of Management                                             ,West Bengal,1,01WB036100,Infrastructure Development and Institutional Financing,2006-2007
Mussoorie,Shri Kanwaljeet Singh Cheema,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB036200,Junior Level-1993-96 Batches,2002-2003
Mussoorie,Shri Kanwaljeet Singh Cheema,Lal Bahadur Shastri National Academy Of Administration,West Bengal,2,01WB036200,Middle Level (10-16 years service),2004-2005
